City,State,Population over 16 Years,Labor Force,Civilian Labor Force,Employed,Unemployed,Armed Forces,Not In Labor Force,Female Population,Female Labor Force,Female Civilian Labor Force,Female Employed,Have Children Under 6 Years,Have Children Under 6 Years And All Parents in Labor Force,Have Children Between 6 And 17 Years,Have Children Between 6 And 17 Years And All Parents In Labor Force,DP03_0018E,Commute Via Personal Vehicle,Commute Via Carpool,Commute Via Public Transportation,Commute Via Foot,Commute Via Other Means,Worked From Home,Mean Travel Time In Minutes,DP03_0026E,Occupation Management Business Science and Arts,Occupation Service,Occupation Sales and Office,Occupation Natural Resources Construction And Maintenance,Occupation Production Transportation and Material Moving,DP03_0032E,Industry Agriculture Forestry Fishing Hunting And Mining,Industry Construction,Industry Manufacturing,Industry Wholesale,Industry Retail,Industry Transportation Warehousing and Utilities,Industry Information,Industry Finance Insurance Real Estate Rental and Leasing,Industry Professional Scientific Management Administrative and Waste,Industry Educational Health Care And Social Assistance,Industry Arts Entertainment Recreation Accomodation And Food Services,Industry Other Services,Industry Public Administration,DP03_0046E,DP03_0047E,DP03_0048E,DP03_0049E,DP03_0050E,Total Households,Total Household Income Less than $10K,Total Household Income $10K-$15K,Total Household Income $15K-$25K,Total Household Income $25K-$35K,Total Household Income $35K-$50K,Total Household Income $50K-$75K,Total Household Income $75K-$100K,Total Household Income $100K-$150K,Total Household Income $150K-$200K,Total Household Income $200K Or More,Median Household Income,Mean Household Income,With Earnings,Mean Earnings,With Social Security,Mean Social Security Income,With Retirement Earnings,Mean Retirements Income,With Supplemental Income,Mean Supplemental Income,With Cash Public Assistance,Mean Cash Public Assistance Income,With Food Stamp/SNAP Benefits In The Past 12 Months,DP03_0075E,DP03_0076E,DP03_0077E,DP03_0078E,DP03_0079E,DP03_0080E,DP03_0081E,DP03_0082E,DP03_0083E,DP03_0084E,DP03_0085E,Median Family Income,Mean Family Income,Per Capita Income,DP03_0089E,Median Nonfamily Income,Mean Nonfamily Income,Median Earnings for Workers,Median Earnings for Full Time Males,Median Earnings for Full Time Females,DP03_0095E,DP03_0096E,DP03_0097E,DP03_0098E,DP03_0099E,DP03_0100E,DP03_0101E,DP03_0102E,DP03_0103E,DP03_0104E,DP03_0105E,DP03_0106E,DP03_0107E,DP03_0108E,DP03_0109E,DP03_0110E,DP03_0111E,DP03_0112E,DP03_0113E,DP03_0114E,DP03_0115E,DP03_0116E,DP03_0117E,DP03_0118E
Gettysburg,PA,85446,53311,53311,52337,974,0,32135,43802,25647,25647,25154,5460,3623,13441,10746,51194,41095,4236,395,2621,502,2345,27.8,52337,15761,9754,9363,6166,11293,52337,1062,4154,7957,1110,7009,2222,584,1424,3435,13453,4606,2749,2572,52337,43757,6245,2238,97,38703,1001,1239,3615,3150,5122,6981,6742,6262,2596,1995,67715,84262,29213,81386,15604,20330,13769,26127,1298,10048,666,2913,2683,26375,349,609,905,1901,3151,4863,5097,5358,2274,1868,81210,99218,32927,12328,38218,48790,31630,52040,38568,101762,95342,78616,34202,6420,21835,1621,58997,47317,46583,43069,40431,3586,3514,734,631,560,90,103,11680,10498,7520,4393,1182
Glens Falls,NY,105767,62911,62767,60540,2227,144,42856,52932,31318,31318,30167,5900,4724,14863,10823,59016,48304,4740,318,2031,826,2797,25.5,60540,21125,10929,14321,5989,8176,60540,1542,4279,5899,940,8705,2428,535,3673,4948,14450,7316,2445,3380,60540,47717,9565,3155,103,53686,2214,2231,4364,5914,7430,9969,7657,7631,3375,2901,61255,77929,40060,74494,22352,19773,16284,25749,4090,8786,1119,3572,5335,32851,766,463,1489,2492,4118,6537,5511,6244,2931,2300,77663,92861,33610,20835,37685,51581,36133,51308,41169,121361,118105,85080,55070,3256,23908,146,70545,55662,53811,51392,44727,7642,2419,1851,1836,731,1173,15,14883,14285,7769,8488,598
Glenwood Springs,CO,64840,46294,46294,45264,1030,0,18546,32081,19802,19802,19382,5706,4026,10103,7118,44462,26823,5001,4699,2249,1536,4154,30.3,45264,18394,9710,8192,4710,4258,45264,1784,4298,1203,2091,3426,2172,1277,2646,6143,8926,7556,2094,1648,45264,35316,6522,3368,58,32269,1592,857,1096,2309,3722,5948,5413,6092,2124,3116,78010,109321,27589,92566,7739,21928,6059,29996,824,8768,1063,2944,2401,20757,614,360,523,1552,2041,3700,4269,4008,1753,1937,81054,109006,44303,11512,64375,106288,38367,51114,47170,78282,67246,47991,25871,11036,17190,2128,48361,41321,40291,33573,30213,4152,6718,1030,876,526,350,154,7040,5004,4150,1314,2036
Goldsboro,NC,97085,55965,50728,48552,2176,5237,41120,51276,25876,25174,24036,9221,4592,18118,11992,53030,45430,5488,527,183,292,1110,22.3,48552,13735,9346,10380,5571,9520,48552,1706,2739,7885,1333,7145,2426,342,1607,3244,9694,4110,2519,3802,48552,36355,9719,2428,50,48482,4183,2851,4319,6409,9543,8380,6725,3963,1257,852,44596,59250,35871,55343,16445,19033,12791,22504,4547,9365,366,-999999999,7291,30990,1727,1149,2957,3383,5122,5679,5275,3735,1166,797,53190,70723,24480,17492,33865,37287,28574,39418,33306,116796,101994,66199,53146,14802,31509,1256,64944,45387,43485,35240,31222,5942,8245,1902,764,426,338,1138,19557,15587,8531,9357,3970
Grand Forks,ND,80608,57348,55664,53864,1800,1684,23260,39428,26687,26131,25379,7628,6555,13466,11018,53997,42704,4984,768,2159,1058,2324,17.3,53864,19489,11286,10726,5761,6602,53864,2310,3418,3787,1427,6733,2462,483,3052,2629,17605,4876,2913,2169,53864,39697,10923,3163,81,44724,3080,1861,4780,5361,4231,8815,5639,6724,2358,1875,57301,74207,36015,74981,11045,19723,7676,25227,1597,9417,1206,4820,3951,24089,801,453,1854,1651,1623,4691,3846,5332,2203,1635,83521,97024,32869,20635,33547,44740,33661,55344,41308,97780,93738,78893,30025,4042,23564,840,60113,51295,49606,47410,44562,5053,2196,1689,1509,635,1111,180,8818,8011,5273,3116,807
Grand Island,NE,57752,40487,40487,39256,1231,0,17265,28941,19381,19381,18777,7102,6332,11587,9153,38849,32100,4614,56,767,244,1068,20.5,39256,11325,5824,8055,4317,9735,39256,1147,3535,7722,1151,5344,2127,395,1808,2185,8272,2560,1858,1152,39256,32427,4181,2619,29,30529,2356,1455,2283,2740,4560,6949,4721,2909,1769,787,55907,73344,24473,72977,9436,17043,6305,17743,1478,10057,426,1193,2843,20404,846,432,1006,1496,3143,5236,3415,2347,1769,714,64924,83617,29504,10125,30990,48294,33653,45702,38599,74619,66770,52782,24189,7849,20883,1321,41651,36200,35460,31314,30492,2036,4146,740,284,181,103,456,5451,3561,1526,2351,1890
Grand Junction,CO,125044,78769,78732,76060,2672,37,46275,64609,37022,37022,35445,9159,5467,22051,16486,73798,59284,4527,221,1456,1781,6529,19.1,76060,27834,17326,13560,8380,8960,76060,4553,6962,3647,1587,10566,2473,1023,3474,8415,19239,7952,2976,3193,76060,57501,12376,5620,563,63644,3609,2685,4900,5182,9668,13762,7957,9545,3192,3144,60500,78226,47740,74349,23088,17436,17942,34313,2407,8970,1342,2054,6306,42122,813,888,1691,3063,6415,8139,7037,8647,2535,2894,75143,92966,32324,21522,36326,45932,30011,51845,35732,153152,137958,94712,65388,15194,35767,2733,86726,68638,66486,56657,47975,10612,9829,2152,1701,763,969,451,18088,15907,9374,7738,2181
Grand Rapids,MI,850249,578363,577537,557079,20458,826,271886,430661,271154,270912,259668,80733,57801,164407,126941,545994,448327,46270,7510,11631,5885,26371,21.9,557079,199326,91397,111872,48754,105730,557079,8197,33989,117866,20165,56753,22163,4953,28997,51101,126114,50232,25919,10630,557079,483174,45702,26818,1385,396763,15550,12486,32617,31017,54456,79567,57795,65935,25424,21916,65739,85686,315514,86758,122660,21213,95037,24253,17425,10052,7963,2330,33412,266463,6470,4863,13632,16108,29790,53249,44929,54664,22950,19808,80009,100504,32539,130300,40208,51154,34252,51475,41075,1064981,1005109,796835,341062,59872,270161,8569,638687,528837,511318,475437,435255,50802,35881,17519,14085,7499,7054,3434,109850,98763,61498,45878,11087
Grants Pass,OR,72752,36844,36844,33309,3535,0,35908,37597,16575,16575,15694,4234,3331,8864,6127,33062,24862,4203,154,1594,295,1954,17.5,33309,11698,6566,6826,3437,4782,33309,1736,2335,2782,516,5244,1171,344,1518,3854,6313,3872,2313,1311,33309,24797,3559,4874,79,35206,1760,1202,5375,3686,6314,6973,3689,4221,1077,909,47573,63233,23983,55937,15845,20678,10600,29743,1963,10685,1232,3519,8327,23589,768,328,2598,3340,3944,4810,3272,2761,995,773,54646,69819,25958,11617,33453,44769,25255,44621,39664,86935,76093,37762,53425,10842,18147,1881,45974,32975,29958,23706,15860,9134,6252,3017,2564,131,2433,453,12999,10942,3137,8561,2057
Great Falls,MT,65381,39923,37486,36538,948,2437,25458,32595,18781,18230,17967,6281,3636,10132,7487,38355,30223,4129,667,994,1005,1337,16.5,36538,11907,8383,8624,3706,3918,36538,995,2288,1480,1537,5953,1697,446,1424,2148,9232,4522,2111,2705,36538,28380,5651,2507,0,32816,2198,1983,4096,2699,4917,6643,4592,3872,882,934,51227,64362,24048,62120,12444,19702,8965,24555,1200,7868,916,2639,4069,20336,799,784,1604,992,3740,3924,3411,3487,765,830,65397,78177,27116,12480,28811,39027,27699,46088,34579,77891,72498,48814,36123,5393,19313,1181,43549,32864,32068,28976,24684,6117,3092,796,796,469,327,0,10685,9565,5008,5370,1120
Greeley,CO,248474,172533,172328,166014,6314,205,75941,123663,76183,76098,73368,27581,16818,53163,36904,163939,128814,15721,1036,3479,1862,13027,28.3,166014,63089,22395,32891,20685,26954,166014,9714,17828,19397,5717,18129,9622,3470,7756,17083,32216,10869,8718,5495,166014,134309,22656,8579,470,111298,3933,3267,7790,7149,10866,19431,15908,24974,10380,7600,78615,95567,93282,94270,29175,18413,24478,29203,3708,12505,2132,2590,5796,81935,1318,1277,3581,3766,7000,14276,13436,21562,9127,6592,92214,107915,33863,29363,40554,54704,40287,53748,43729,321732,289453,221458,99461,32279,88857,5490,192913,158038,152391,133672,123738,13508,18719,5647,3882,2467,1648,1765,34875,29052,18398,12306,5823
Green Bay,WI,257817,176097,176097,170992,5105,0,81720,130178,84405,84405,82991,21814,17737,49198,38103,168386,141516,13593,1141,2118,1399,8619,20.5,170992,57116,28993,35047,16376,33460,170992,2476,11367,34859,5083,19428,9243,1451,10425,14103,35744,13196,7971,5646,170992,144831,17522,7852,787,132099,6724,5221,9886,10588,19192,24705,16819,23908,9259,5797,65026,80945,102709,81344,40441,20922,33634,26269,6229,9099,2550,2265,10072,86361,1332,1732,3537,5474,10251,16791,12686,20808,8604,5146,81566,97805,33291,45738,36696,45907,37427,51328,41515,319217,301601,239173,100410,17616,78748,2982,187993,158786,155030,143827,134869,12330,11203,3756,3322,1785,1651,434,29207,26225,16121,12015,2982
Greeneville,TN,57330,29990,29990,29225,765,0,27340,29130,13225,13225,13032,4005,3110,7654,5452,28261,25671,1343,29,224,404,590,25,29225,8991,4884,3856,2690,8804,29225,108,2007,6554,277,3494,2483,67,924,1977,8160,1419,827,928,29225,23253,4985,987,0,28323,2119,1486,4076,3663,4282,5004,3852,2436,862,543,44722,60317,18905,62983,12238,19282,8291,19884,2288,8759,846,3148,2727,18481,1208,561,1832,1989,2406,3569,3347,2402,756,411,55313,71694,25574,9842,27551,36454,29309,40781,31222,67691,59093,41270,28298,8598,13560,740,39564,27036,26309,21729,20175,2396,4580,727,463,177,286,264,12528,9514,5181,5262,3014
Greensboro,NC,621699,379814,378920,359150,19770,894,241885,328758,187337,187191,177512,49506,32728,109745,78298,352088,281610,33191,5554,7232,6614,17887,23.5,359150,125354,58599,77232,29023,68942,359150,2454,22298,53865,12708,41259,21527,6151,22987,32819,80785,37450,14551,10296,359150,300632,41880,16173,465,301529,21951,16647,31961,29662,45372,54744,37812,37687,13509,12184,51770,71474,230328,71886,98046,20100,73901,24198,14844,9228,4487,2836,41932,195835,9071,6938,15833,15792,27371,39647,28675,30196,11720,10592,63279,83724,28712,105694,32615,45688,31071,46507,37735,764731,675497,476704,282516,89234,181857,8961,457611,347024,330014,276377,258247,25324,53637,17010,10721,6982,4071,6289,110587,91054,54207,44551,19533
Greenville,NC,145771,92180,91634,86219,5415,546,53591,78861,45935,45935,43794,12419,7610,24766,17780,85660,67707,8682,1845,1115,1239,5072,21.8,86219,32781,20690,17897,4746,10105,86219,1658,5406,7113,2403,10206,2877,2049,3144,6354,26840,10756,4279,3134,86219,67888,13722,4425,184,70926,6017,3844,7616,6043,9223,14967,7885,9396,2803,3132,53401,72458,54783,73520,19354,18852,16589,21566,4299,9388,403,-999999999,9672,41427,1488,1389,3758,3682,3854,8942,5972,7781,2171,2390,64962,86613,28878,29499,38658,50822,31594,45684,36707,179102,162627,127669,56425,16475,43169,1957,111670,85201,80137,71765,66780,7040,8372,5064,3025,2489,740,2039,26469,22650,15903,9169,3819
Greenville,SC,740081,463431,462563,443005,19558,868,276650,385645,221046,221046,211227,61886,41618,129618,93404,434508,352212,42959,2059,7864,6371,23043,25.5,443005,171230,72715,86087,39910,73063,443005,1609,34423,79991,12809,46545,18486,5697,23041,43979,100248,42548,22358,11271,443005,368737,49367,23371,1530,349480,20837,14347,32385,34157,48303,64464,45156,49429,18715,21687,58621,81396,269608,80473,118676,20665,87902,22823,16152,9220,4248,2762,30029,230925,7279,4188,14824,18387,29782,44885,33508,42095,17311,18666,72251,95604,31996,118555,34095,50334,32280,50567,39020,912720,812999,615831,312214,99721,217979,15615,542520,420048,403600,349186,332845,27734,54414,16448,9089,6277,3232,7359,122472,101343,65868,45220,21129
Greenwood,SC,56372,32880,32764,31667,1097,116,23492,30535,16539,16539,15726,5113,3405,8360,5692,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,19.5,31667,11041,5355,5814,1621,7836,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,31667,26121,4534,1012,0,28544,3014,1431,4136,3429,4415,5195,2886,2447,822,769,42148,60025,19918,62230,10130,19598,7017,23123,1410,10101,369,2190,3936,17855,1434,578,1693,1485,3462,3813,1878,2149,740,623,51255,68979,24534,10689,24613,40666,26999,40466,30193,69415,62641,41906,30861,6774,16318,519,39341,30087,29076,25508,23713,3574,3568,1011,473,264,361,538,9254,7105,3034,4827,2149
Guayama,PR,58306,19392,19392,16962,2430,0,38914,-999999999,-999999999,-999999999,-999999999,2617,1077,9079,4962,16533,13911,1155,115,693,0,659,29.4,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,16962,11377,4411,1174,0,24247,7256,3927,4242,2593,2912,1883,952,366,64,52,16655,25327,10892,33903,11707,12082,4226,18340,330,8104,783,1729,12152,16012,4051,1997,2718,2015,2473,1493,858,291,64,52,22757,29693,10505,8235,11692,14913,18297,28279,21463,67227,62028,20951,45210,5199,13172,556,38491,18338,16002,14034,9502,4919,1968,2336,2072,326,1888,264,20153,17965,4492,13969,2188
Gulfport,MS,333343,202058,193745,177768,15977,8313,131285,173796,99439,97654,89644,26582,17367,60405,43006,183217,155498,15282,191,4349,2329,5568,25.1,177768,61108,36599,37034,19980,23047,177768,1784,13969,17502,3104,19287,10340,2222,7838,14180,40855,27889,7498,11300,177768,135215,33710,8517,326,159081,9646,7249,18583,21423,21503,29607,18481,21059,6174,5356,50642,69430,116053,68621,57281,18672,48170,24670,9268,9362,5537,3422,19127,105913,5713,3138,7901,9793,15311,19708,14982,18860,5519,4988,62518,81714,27495,53168,30331,42568,30992,48179,36128,405921,352690,251063,160147,53231,103242,7173,235252,175937,163679,137418,131288,12394,26261,12258,5640,2977,2895,6618,59315,46396,25821,26289,12919
Hagerstown,MD,232350,145853,145605,138651,6954,248,86497,116239,69151,69069,65047,17395,13362,38943,29858,136301,111670,12290,997,1709,2248,7387,32.7,138651,43494,26755,27831,14163,26408,138651,1619,11449,12613,4315,18006,13286,2233,5634,15442,30116,9293,5434,9211,138651,108008,24533,5126,984,110354,5772,4416,8922,11440,14737,21786,13492,18244,6601,4944,60095,77501,82360,78518,38180,19606,30595,26278,6430,8621,3248,3765,17122,73763,2816,1163,4480,5902,9832,15181,10006,13773,5992,4618,69693,89020,30724,36591,35615,49431,33449,51110,37997,281150,261403,189469,113430,19747,66492,2935,166925,133469,127012,115526,102469,17405,11486,6457,5327,2722,3174,1130,33456,29723,17211,15917,3733
Hammond,LA,104677,62638,62059,58617,3442,579,42039,54843,30410,30410,29765,10788,7921,18773,13728,58074,49594,4390,33,758,663,2636,31.6,58617,21718,12033,11416,4884,8566,58617,1189,3542,3711,961,7388,3954,1119,2256,3968,15311,7962,4794,2462,58617,46321,8724,3445,127,46526,3512,3919,5405,7004,3758,6207,7069,5259,2794,1599,47825,65721,34997,68159,15049,16529,9930,26619,3467,9862,452,3664,8178,31420,1405,2267,3095,4942,2102,3642,5531,4084,2972,1380,62684,76904,24217,15106,26984,37394,26988,51798,36194,133399,121406,75090,60078,11993,35831,1143,78094,55629,52187,44529,38413,6401,7658,3442,2462,1518,944,980,22465,20281,7583,13996,2184
Hanford,CA,115124,64262,57844,53749,4095,6418,50862,49243,25729,24876,23190,13550,8042,26487,16077,58917,46755,7871,70,1645,881,1695,23.1,53749,14289,10872,9541,11948,7099,53749,9486,1753,2929,1774,5440,4393,383,1001,4203,9851,4624,1504,6408,53749,39318,12770,1614,47,44761,2051,1117,5074,4974,6037,9906,5707,5393,2902,1600,58453,72471,36337,70808,11982,17110,9635,26415,2697,9543,2538,3822,6380,33989,1894,570,3117,3180,4356,8331,4584,4333,2194,1430,61133,75534,22979,10772,38236,58169,31650,42240,40377,134342,123293,71927,65096,11049,43408,1278,75351,55168,51238,44799,35376,11093,6439,3930,3614,1347,2456,316,20183,17616,7329,11596,2567
Harrisburg,PA,469137,307360,305465,296655,8810,1895,161777,239799,148923,148342,143861,38237,25540,79679,62594,292915,230992,27274,2836,11232,3200,17381,22.9,296655,121678,45265,58735,23228,47749,296655,4112,16769,29248,9700,30637,22071,3377,21708,30368,68657,22369,14528,23111,296655,235329,45367,15321,638,234365,11631,6806,18582,21510,26893,45131,35211,39245,14279,15077,67069,86785,182113,87562,76091,20793,67468,26612,10793,9793,5801,2580,19992,145245,4688,1763,5691,8793,14979,27012,23967,32479,12259,13614,84853,106164,36043,89120,39754,51761,39488,55029,42945,565816,527205,425060,191306,38611,131755,9711,332832,274783,267090,247468,231468,22444,19622,7693,5820,3296,2856,1873,58049,51027,32741,23950,7022
Harrisonburg,VA,110920,70015,69877,67449,2428,138,40905,58052,34305,34305,32903,8927,7024,16578,13116,66228,50394,6818,407,4256,1679,2674,20.1,67449,23849,12723,11680,6991,12206,67449,2302,5067,9479,1383,7832,2941,612,1938,4801,17491,8592,3323,1688,67449,53337,10582,3256,274,47098,2075,1045,3606,5365,7670,8295,6937,6513,3080,2512,60740,80430,37343,77260,15163,21476,10814,29357,1371,12032,654,2658,2759,30803,818,421,1257,2983,4949,5380,5050,5223,2503,2219,72455,91238,29119,16295,41587,57070,27606,45835,37082,133956,122233,98226,42730,11723,31928,2433,81518,62602,60549,54788,51675,4983,5761,2053,1853,917,936,200,18916,15641,11443,5112,3275
Hartford,CT,994927,659856,657814,626236,31578,2042,335071,511882,323467,323325,308976,69573,52626,159357,128953,614743,504467,38037,15040,18635,6223,32341,24.2,626236,289687,108668,122221,38996,66664,626236,3862,34844,65269,15708,62544,29625,11619,56313,63651,177430,55236,26292,23843,626236,498381,94593,32117,1145,476867,29497,16321,32544,33300,46311,73916,59828,86625,46829,51696,77005,103730,368616,105973,149172,21284,120059,34077,23795,10335,17327,3318,54852,298499,8500,5535,12279,12979,23309,43144,40260,66704,39778,46011,101867,128377,41991,178368,42620,58783,44176,65893,57125,1187158,1140366,868522,429289,46792,257206,4572,723540,593558,566182,536139,475638,75540,30043,27376,24362,13281,12632,3014,129982,121481,73023,58121,8501
Hattiesburg,MS,129801,78775,77892,71575,6317,883,51026,68907,37442,37060,34293,13133,8508,25770,17335,71473,59294,4336,344,812,5829,858,22.8,71575,24642,13903,15158,8212,9660,71575,1114,6448,8655,862,7687,2311,374,3681,3921,20355,8940,4562,2665,71575,54298,12810,4320,147,59170,4268,4713,6086,7663,8183,11195,4590,7187,3541,1744,48359,66335,45482,65181,16915,20593,14466,26383,3174,10244,1118,2493,7270,39094,1745,1749,3838,4111,6071,7613,3193,6204,3197,1373,56884,76745,25247,20076,30406,42666,26143,42095,30374,166375,142836,96004,64429,23539,44881,2111,96839,72154,66377,55698,52902,4432,10679,5777,2506,847,1659,3271,24685,17231,8151,10678,7454
Heber,UT,58676,40190,40159,39303,856,31,18486,28819,17910,17910,17404,4972,3213,14378,9791,38704,27948,3281,480,878,405,5712,23.7,39303,18139,6821,8090,2577,3676,39303,732,3587,2207,630,3489,1957,548,4245,5058,7549,6799,1487,1015,39303,30949,4648,3613,93,23270,490,258,975,1487,1947,3861,2652,4392,2229,4979,99265,155265,19862,145503,6434,23876,5116,35392,680,8482,264,992,706,17616,249,353,147,456,1267,2659,2210,4115,1782,4378,116284,179698,50564,5654,52146,74510,40428,62511,42399,75947,69703,63492,15115,6244,21858,1386,43606,35196,34619,31112,30519,1481,3507,577,381,381,0,196,8410,7255,6199,1521,1155
Helena,MT,66835,42413,42332,40435,1897,81,24422,34328,20119,20119,19426,5146,4100,10319,7860,40262,30326,4765,116,1899,1081,2075,17.4,40435,18645,6383,7237,2957,5213,40435,1705,2401,1420,362,6048,864,771,2839,3395,8495,4174,1444,6517,40435,26816,12130,1445,44,31853,1174,1336,3539,2357,4298,4921,4698,5742,1942,1846,68095,87622,23984,78250,11900,19949,11145,30137,1123,10544,918,2609,2441,19562,695,282,1009,885,1492,3200,3886,4973,1337,1803,90349,111477,36392,12291,37504,47217,34779,51101,46124,80507,76466,59945,31651,4041,17999,322,46754,37738,36778,34203,30322,5853,2575,960,331,267,64,629,9016,8585,6430,3982,431
Hermiston,OR,67685,38530,38518,36329,2189,12,29155,32576,18398,18398,17457,6693,3937,14727,11807,34671,28247,3700,615,494,828,787,19,36329,11957,6215,7630,5135,5392,36329,2930,2277,4604,877,3214,1777,356,1270,3048,8952,3709,784,2531,36329,27494,7050,1475,310,31467,992,1365,3320,3192,4321,5644,4223,4956,1813,1641,60870,76710,24748,69906,11236,20673,7533,24411,2005,9908,355,2526,5265,20640,544,175,1460,2097,1974,4065,3347,4637,1172,1169,75017,87803,26689,10827,36094,50123,31766,47444,38822,84074,77916,59429,31819,6158,23441,825,46804,35061,33114,30118,26746,4114,2996,1947,1443,534,1011,504,11743,9941,5339,5822,1802
Hickory,NC,304612,183999,183429,175378,8051,570,120613,156085,88075,88075,83770,20578,13376,48878,36047,171767,143005,16658,812,1686,3034,6572,24.8,175378,56012,27037,32952,15710,43667,175378,1282,9108,45497,6646,18721,6729,2766,6228,12761,33364,17874,8323,6079,175378,145326,19243,10765,44,146324,10626,6461,15334,16751,23093,29458,18655,16355,4837,4754,50631,66990,108058,67803,54674,19912,34952,19030,7422,9756,1984,2605,16305,99217,4969,1650,7163,9435,14144,23096,15700,14630,4005,4425,62621,79025,27348,47107,29610,39092,31085,41231,34105,363352,314653,220764,141710,48699,79138,8073,214028,166132,159092,133796,127631,11017,25296,7040,3321,1406,1968,3719,47896,36451,18887,20818,11445
Hilo,HI,162869,96382,96204,90710,5494,178,66487,82755,47770,47682,45027,12115,8668,28799,21563,88859,61827,15606,1220,2185,1419,6602,30.2,90710,31118,23838,17257,10699,7798,90710,5006,6223,2463,2017,10396,3878,1342,4867,9532,17953,17502,4076,5455,90710,66239,14800,9578,93,71193,4389,2849,7397,5477,7031,11564,9339,11917,6190,5040,67075,88393,53218,78355,30569,19994,21476,32067,3410,9250,2127,4623,13281,46384,2154,859,3052,3534,4379,6837,7544,9746,4698,3581,82400,98882,32282,24809,41821,60347,33073,47305,42083,199970,191174,131786,94070,8796,45368,1022,110957,84369,79774,75679,66391,11485,4095,4595,3409,615,2794,1186,26588,24533,12754,14285,2055
Hilton Head Island,SC,185814,101934,97842,94602,3240,4092,83880,95008,47529,47163,45631,10788,6475,26135,17785,98106,78532,9060,614,1219,1493,7188,23.3,94602,33550,19119,20388,10240,11305,94602,777,8141,6303,1182,15947,4510,1480,4973,11175,20863,12287,3610,3354,94602,75556,11795,7037,214,84094,3862,2097,4432,8631,10905,14547,11474,12558,6416,9172,71252,103725,56919,84258,40309,22954,34903,42127,4388,11572,702,-999999999,5532,57006,1976,819,1600,5396,5405,9840,8580,10079,5525,7786,85062,121522,41421,27088,44398,62353,31691,42123,38146,216561,194562,144237,92336,21999,45457,3119,112294,83375,81203,69855,66465,5170,11348,2172,1929,1442,533,243,28919,21703,14773,8486,7216
