City,State,Population,Population Male,Population Female,Sex Ratio Males per 100 Females,Under 5 Years,5 to 9 years,10 to 14 years,15 to 19 Years,20 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 59 Years,60 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years or Over,Median Age,Under 18 Years,18 Years and Over,21 Years and Over,62 Years and Over,65 Years and Over,Males 18 Years and Over,Females 18 Years and Over,18 and Over Sex Ratio 1 Male to 100 Females,Males 65 Years and Over,Females 65 Years and Over,65 and Over Sex Ratio 1 Male to 100 Females,Single Race Population,Multiracial Population,White Population,Black or African American Population,American Indian and Alaska Native,Cherokee Tribal Grouping,Chippewa Tribal Grouping,Navajo Tribal Grouping,Sioux Tribal Grouping,Asian Population,Asian Indian Population,Chinese Population,Filipino Population,Japanese Population,Korean Population,Vietnamese Population,Other Asian Population,Native Hawaiian and Other Pacific Islander Population,Native Hawaiian Population,Guamanian or Chamorro Population,Samoan Population,Other Pacific Islander Population,Other Race Population,White and Black or African American Multiracial Population,White and American Indian and Alaskan Native Multiracial Population,White and Asian Multiracial Population,Black or African American and American Indian and Alaskan Native Multiracial Population,Hispanic or Latino Population,Mexican Population,Puerto Rican Population,Cuban Population,Other Hispanic or Latino Population,Elligible Voter Population,Elligible Male Voter Population,Elligible Female Voter Population
Key West,FL,74228,39134,35094,111.5,2904,2789,3462,2558,4137,9103,8660,10752,5758,6481,11345,4171,2108,48.3,10508,63720,62031,21000,17624,32997,30723,107.4,8995,8629,104.2,73652,576,63808,6291,82,-999999999,-999999999,-999999999,-999999999,1319,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,73,-999999999,-999999999,-999999999,-999999999,2079,-999999999,-999999999,-999999999,-999999999,18800,1838,1936,9835,5191,58011,30206,27805
Killeen,TX,460993,229494,231499,99.1,36049,31632,35112,34712,37086,76113,60650,50237,24489,21719,31147,15466,6581,32.1,121467,339526,314181,65512,53194,167327,172199,97.2,23726,29468,80.5,433508,27485,300952,102831,2598,-999999999,-999999999,-999999999,-999999999,12709,1532,785,2127,81,3626,1476,3082,3347,462,1186,959,740,11071,9055,4674,4758,1406,111373,70048,22789,1243,17293,322134,159611,162523
Kokomo,IN,82544,40318,42226,95.5,5002,4848,5739,5559,4003,10446,9369,9901,6333,5647,8818,4822,2057,41.6,19278,63266,60785,19048,15697,30618,32648,93.8,6848,8849,77.4,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,1338,-999999999,-999999999,-999999999,-999999999,63075,30520,32555
La Crosse,WI,136616,66756,69860,95.6,6868,8033,7867,9832,13909,17328,16066,14307,8633,9369,14034,6137,4233,37.5,27201,109415,100875,30016,24404,52824,56591,93.3,11128,13276,83.8,134285,2331,125599,1888,443,-999999999,-999999999,-999999999,-999999999,5443,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,89,-999999999,-999999999,-999999999,-999999999,823,-999999999,-999999999,-999999999,-999999999,2496,1240,144,123,989,108097,52180,55917
Lafayette,LA,489207,237731,251476,94.5,32468,34866,33396,32061,28627,70745,64248,57741,28987,34222,43346,20419,8081,36.9,119656,369551,348963,92536,71846,176500,193051,91.4,31928,39918,80,480823,8384,343105,123528,2091,-999999999,-999999999,-999999999,-999999999,7700,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,161,-999999999,-999999999,-999999999,-999999999,4238,3671,1433,1419,174,19769,8728,308,1456,9277,361824,172871,188953
Lafayette,IN,233674,119953,113721,105.5,12864,13198,14287,23735,34306,32462,25263,23116,10441,14510,17444,8897,3151,30.3,48176,185498,161287,37943,29492,94982,90516,104.9,13181,16311,80.8,228078,5596,193083,12013,626,-999999999,-999999999,-999999999,-999999999,16278,4362,7085,568,562,1644,964,1093,37,-999999999,-999999999,-999999999,-999999999,6041,1759,86,2879,0,18909,13257,1007,119,4526,169003,84836,84167
LaGrange,GA,103176,47820,55356,86.4,6206,6846,6780,5457,6545,17133,11405,11619,8028,5937,11015,4675,1530,36.9,23526,79650,76347,20645,17220,36717,42933,85.5,7342,9878,74.3,102252,924,59957,38852,213,-999999999,-999999999,-999999999,-999999999,1781,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,1449,-999999999,-999999999,-999999999,-999999999,4042,-999999999,-999999999,-999999999,-999999999,78035,35963,42072
Lake Charles,LA,209035,101724,107311,94.8,14993,15857,12950,14467,12503,28808,26731,24805,14139,11909,19332,10000,2541,36.5,52121,156914,147661,39247,31873,75633,81281,93.1,14050,17823,78.8,203768,5267,147014,51058,133,-999999999,-999999999,-999999999,-999999999,3409,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,33,-999999999,-999999999,-999999999,-999999999,2121,2200,1590,328,0,8351,4794,669,239,2649,154075,74340,79735
Lake City,FL,71686,36287,35399,102.5,3577,4237,4618,5232,5499,8068,7876,9037,5573,4673,7833,3882,1581,40.2,15490,56196,52892,16335,13296,29735,26461,112.4,6186,7110,87,70457,1229,55009,13130,149,-999999999,-999999999,-999999999,-999999999,1288,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,881,-999999999,-999999999,-999999999,-999999999,4837,1042,1318,420,2057,54632,28769,25863
Lake Havasu City,AZ,212181,106919,105262,101.6,8997,9216,11202,10381,9174,20109,19281,22856,13249,21889,37168,23634,5025,52.7,35605,176576,170466,78366,65827,89165,87411,102,32587,33240,98,204279,7902,188756,1496,4358,-999999999,-999999999,-999999999,-999999999,1923,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,138,-999999999,-999999999,-999999999,-999999999,7608,2200,2563,1031,113,35919,29081,748,1432,4658,171003,86451,84552
Lakeland,FL,724777,355540,369237,96.3,41626,40163,49982,45268,43455,95470,86569,85593,45033,42593,83077,49425,16523,40.2,159139,565638,534563,174820,149025,273818,291820,93.8,68923,80102,86,707788,16989,543681,110868,3032,-999999999,-999999999,-999999999,-999999999,13001,4686,2160,3148,74,339,624,1970,303,-999999999,-999999999,-999999999,-999999999,36903,6858,1804,2110,357,178402,43767,81912,13819,38904,535299,258689,276610
Lancaster,PA,545724,266670,279054,95.6,35323,35685,35794,35958,33341,72220,63869,61710,35152,36326,54636,30214,15496,38.5,127872,417852,396911,121077,100346,201724,216128,93.3,44686,55660,80.3,526690,19034,475780,23358,325,-999999999,-999999999,-999999999,-999999999,12475,2407,2261,767,357,1150,3678,1855,121,-999999999,-999999999,-999999999,-999999999,14631,9384,1006,2271,147,59832,8188,33876,3247,14521,408366,197143,211223
Lansing,MI,550391,269771,280620,96.1,29605,31355,31213,46396,51082,73577,64136,63383,34613,36204,53433,25674,9720,36.8,112205,438186,396919,110707,88827,212184,226002,93.9,40114,48713,82.3,532077,18314,453071,47850,3320,-999999999,-999999999,-999999999,-999999999,24421,4908,6501,1883,203,1922,2218,6786,88,-999999999,-999999999,-999999999,-999999999,3327,9470,2288,3390,479,35407,25500,3290,2361,4256,420873,202681,218192
Laredo,TX,276652,135317,141335,95.7,24602,24561,25217,24681,21543,38011,35438,31517,13506,10349,16125,6789,4313,29.3,89076,187576,173065,33539,27227,90486,97090,93.2,11596,15631,74.2,275537,1115,266003,1327,1607,-999999999,-999999999,-999999999,-999999999,1298,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,5302,-999999999,-999999999,-999999999,-999999999,263899,252997,904,29,9969,143873,69754,74119
Las Cruces,NM,218195,107015,111180,96.3,13414,13434,16802,17581,22385,29722,23907,21866,11733,12177,20229,11943,3002,33.2,52678,165517,152866,41755,35174,80415,85102,94.5,16613,18561,89.5,213872,4323,174131,3881,2930,-999999999,-999999999,-999999999,-999999999,3135,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,229,-999999999,-999999999,-999999999,-999999999,29566,1321,1144,593,0,150033,133073,554,810,15596,150744,73377,77367
Las Vegas,NV,2266715,1130623,1136092,99.5,138993,139428,155769,137426,134152,337397,313092,297727,141024,129048,209138,103197,30324,37.7,520797,1745918,1668352,419658,342659,864393,881525,98.1,159229,183430,86.8,2150780,115935,1345727,279196,23279,266,67,716,1103,226665,11641,37535,119670,11693,11360,10450,24316,18472,8148,5052,3608,1664,257441,26684,9485,30544,3408,717278,532035,25225,34356,125662,1514146,752315,761831
Laurel,MS,83118,41868,41250,101.5,5802,6661,5468,5808,5225,10656,9702,8017,5040,4977,9943,4019,1800,37.1,21107,62011,57836,19048,15762,29879,32132,93,7608,8154,93.3,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,3196,-999999999,-999999999,-999999999,-999999999,60719,29060,31659
Lawrence,KS,122259,59682,62577,95.4,5505,8312,5035,10380,20689,17335,14236,11259,6642,6750,10290,4400,1426,30.8,22753,99506,88164,20643,16116,48784,50722,96.2,7018,9098,77.1,115204,7055,100869,4299,2274,-999999999,-999999999,-999999999,-999999999,6936,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,826,2937,1912,692,389,7946,-999999999,-999999999,-999999999,-999999999,94171,45696,48475
Lawton,OK,126043,66345,59698,111.1,8100,9959,6440,8997,10619,21538,16191,12979,8535,7071,9112,4330,2172,33.3,29096,96947,90609,20382,15614,51009,45938,111,7233,8381,86.3,112008,14035,79994,19260,6471,-999999999,-999999999,-999999999,-999999999,3172,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,214,-999999999,-999999999,-999999999,-999999999,2897,2332,4247,944,3128,16856,11387,1911,0,3558,94834,50043,44791
Lebanon,NH,216986,107804,109182,98.7,9546,9878,11057,14907,12260,25506,23486,26897,16539,18882,29014,13018,5996,45.7,37708,179278,168889,59020,48028,88287,90991,97,22709,25319,89.7,212056,4930,204162,2381,440,-999999999,-999999999,-999999999,-999999999,3920,262,1632,81,24,436,0,1485,172,-999999999,-999999999,-999999999,-999999999,981,922,2236,1171,0,4489,1588,1067,584,1250,174565,86077,88488
Lebanon,PA,141793,69834,71959,97,7933,8544,10039,7850,9249,17218,16213,17653,10394,9355,14948,8745,3652,41.4,31560,110233,104611,32072,27345,53874,56359,95.6,12319,15026,82,137314,4479,121918,3037,570,-999999999,-999999999,-999999999,-999999999,1445,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,10344,604,132,773,35,20058,1390,14396,281,3991,108219,52837,55382
Lewiston,ID,62990,30534,32456,94.1,3099,3782,4394,3508,4078,6727,8444,6705,3335,6126,7110,3762,1920,40.9,13271,49719,46965,15786,12792,24406,25313,96.4,5993,6799,88.1,61277,1713,57240,189,3071,-999999999,-999999999,-999999999,-999999999,205,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,19,-999999999,-999999999,-999999999,-999999999,553,383,565,482,0,2148,-999999999,-999999999,-999999999,-999999999,49324,24244,25080
Lewiston,ME,108277,53212,55065,96.6,6340,6100,6960,6379,6661,12846,13432,13983,7301,8754,11202,6287,2032,42.1,23271,85006,81457,25329,19521,41469,43537,95.3,8655,10866,79.7,104101,4176,98890,3755,8,-999999999,-999999999,-999999999,-999999999,1039,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,409,779,1320,502,188,2100,-999999999,-999999999,-999999999,-999999999,83221,40701,42520
Lexington,KY,517056,249812,267244,93.5,32353,32265,30609,38557,40549,73778,67423,61655,33740,30299,46047,21749,8032,36.5,113827,403229,376127,93454,75828,193238,209991,92,33115,42713,77.5,496730,20326,412846,57477,843,-999999999,-999999999,-999999999,-999999999,14371,5284,3844,663,1379,373,485,2343,51,-999999999,-999999999,-999999999,-999999999,11142,9362,1560,2756,531,32704,21763,3162,296,7483,381828,180943,200885
Lima,OH,102351,52007,50344,103.3,5709,5951,7717,7877,6046,12641,12730,11583,7130,6603,10379,6153,1832,38.7,23627,78724,73553,22436,18364,39472,39252,100.6,8136,10228,79.5,97694,4657,84244,11407,349,-999999999,-999999999,-999999999,-999999999,953,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,741,3354,465,133,113,3421,-999999999,-999999999,-999999999,-999999999,77987,39135,38852
Lincoln,NE,336541,168784,167757,100.6,20095,20258,24304,24955,37654,45064,42697,34987,18730,19656,28497,13590,6054,34.1,76399,260142,237806,59505,48141,129711,130431,99.4,21432,26709,80.2,325286,11255,289344,12866,3199,-999999999,-999999999,-999999999,-999999999,14613,1149,2963,214,632,1046,6430,2179,580,-999999999,-999999999,-999999999,-999999999,4684,5189,1829,2042,131,24306,16668,1746,1215,4677,248443,123424,125019
Little Rock,AR,744483,358186,386297,92.7,46417,47170,49928,47405,52369,103689,97381,90082,45419,45924,71374,32739,14586,37.6,172607,571876,543886,146271,118699,270446,301430,89.7,51671,67028,77.1,724637,19846,523184,176315,2042,-999999999,-999999999,-999999999,-999999999,12124,3250,1868,2516,539,1163,818,1970,856,-999999999,-999999999,-999999999,-999999999,10116,9269,3226,2763,1405,40401,28858,1241,417,9885,556007,262176,293831
Logan,UT,141760,70545,71215,99.1,11230,12012,11818,13623,17780,20074,17362,12194,4205,6915,8565,5023,959,26.8,42274,99486,90496,19000,14547,49572,49914,99.3,6874,7673,89.6,137949,3811,130553,857,764,-999999999,-999999999,-999999999,-999999999,3357,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,12,-999999999,-999999999,-999999999,-999999999,2406,467,1620,521,143,15168,11288,396,83,3401,94033,47097,46936
London,KY,148176,73251,74925,97.8,8818,8934,10958,11279,7813,17819,19176,18702,10428,8881,15138,8050,2180,39.8,34856,113320,106218,31032,25368,54936,58384,94.1,11348,14020,80.9,145727,2449,142949,1403,245,-999999999,-999999999,-999999999,-999999999,650,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,175,-999999999,-999999999,-999999999,-999999999,305,-999999999,-999999999,-999999999,-999999999,2377,-999999999,-999999999,-999999999,-999999999,112672,54659,58013
Longview,TX,286657,142984,143673,99.5,17008,20730,20260,19485,18624,35655,36570,33025,18207,17882,28903,15081,5227,38.3,70340,216317,205012,58683,49211,105757,110560,95.7,21769,27442,79.3,273497,13160,218719,46365,1179,-999999999,-999999999,-999999999,-999999999,2598,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,4636,7600,3142,566,672,46213,41567,210,785,3651,206235,100767,105468
Longview,WA,110593,54770,55823,98.1,6344,7416,6954,6080,6325,14615,13288,13108,8493,6958,12570,6004,2438,40.5,25198,85395,81882,24834,21012,41780,43615,95.8,9861,11151,88.4,102652,7941,98387,660,689,-999999999,-999999999,-999999999,-999999999,1505,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,272,-999999999,-999999999,-999999999,-999999999,1139,1026,2650,871,0,10325,-999999999,-999999999,-999999999,-999999999,82791,41020,41771
Los Angeles,CA,13214799,6517898,6696901,97.3,764577,749008,836831,818946,883345,2094686,1786363,1758937,835220,787835,1082650,566422,249979,37.4,2834225,10380574,9876128,2347810,1899051,5065778,5314796,95.3,830453,1068598,77.7,12668936,545863,7115534,866693,94452,5363,876,2123,798,2146936,163442,604525,428814,130593,302459,301103,216000,37473,5635,4334,13501,14003,2407848,75115,50295,183319,8890,5963061,4629575,53242,45292,1234952,8489127,4115502,4373625
Louisville/Jefferson County,KY,1266389,617157,649232,95.1,75823,74896,84788,77339,75056,173164,163671,159525,83520,87601,128268,59027,23711,39.4,282962,983427,938788,260131,211006,472835,510592,92.6,91192,119814,76.1,1238281,28108,1004888,193230,1866,-999999999,-999999999,-999999999,-999999999,28493,12871,4086,2465,1220,2162,2246,3443,682,308,181,0,193,9122,15648,2926,4876,787,67747,31106,3517,18515,14609,942093,452479,489614
Lubbock,TX,321982,158403,163579,96.8,21114,19881,22647,28282,36865,46938,38865,32147,17360,17069,23487,13067,4260,31.2,76302,245680,220586,50291,40814,119758,125922,95.1,17540,23274,75.4,311740,10242,260737,21575,1855,-999999999,-999999999,-999999999,-999999999,6911,650,1617,529,206,614,585,2710,797,-999999999,-999999999,-999999999,-999999999,19865,2946,2102,1538,286,118616,96235,4447,196,17738,233949,113380,120569
Lufkin,TX,86715,42089,44626,94.3,5787,6372,5674,6248,5516,11218,11724,8989,5640,4727,8899,4497,1424,37.2,22057,64658,61678,17573,14820,30945,33713,91.8,6606,8214,80.4,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,19700,-999999999,-999999999,-999999999,-999999999,60460,28991,31469
Lumberton,NC,130625,63160,67465,93.6,8496,8749,9511,10075,8579,16593,15493,15851,7798,8987,12777,6212,1504,37,32041,98584,91385,25410,20493,46717,51867,90.1,8791,11702,75.1,128451,2174,35102,30428,52786,-999999999,-999999999,-999999999,-999999999,628,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,59,-999999999,-999999999,-999999999,-999999999,9448,365,678,340,200,12048,8895,481,25,2647,94277,44215,50062
Lynchburg,VA,266186,127034,139152,91.3,14177,13869,16952,18406,24318,33960,28888,29819,17413,18614,28822,14450,6498,39,53588,212598,196234,60859,49770,100212,112386,89.2,21521,28249,76.2,257613,8573,206123,44821,1389,-999999999,-999999999,-999999999,-999999999,2390,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,101,-999999999,-999999999,-999999999,-999999999,2789,2341,2613,2359,77,7424,2065,1686,320,3353,208011,98658,109353
Macon,GA,231130,111996,119134,94,13611,15480,15095,18494,13875,29293,26956,28380,14426,15568,23113,12283,4556,38.6,53331,177799,165227,49732,39952,83306,94493,88.2,16784,23168,72.4,226593,4537,114642,105608,54,-999999999,-999999999,-999999999,-999999999,3541,821,739,527,29,534,363,528,130,-999999999,-999999999,-999999999,-999999999,2618,1962,197,113,0,7543,4778,1243,189,1333,174450,81680,92770
Madera,CA,157327,76562,80765,94.8,11359,12895,11660,11581,10440,21339,20918,17001,9870,7417,13486,7129,2232,34.7,43140,114187,106843,27327,22847,54692,59495,91.9,10891,11956,91.1,153493,3834,107073,4138,1810,-999999999,-999999999,-999999999,-999999999,3838,1855,865,403,163,78,77,397,1131,-999999999,-999999999,-999999999,-999999999,35503,518,1182,452,229,92484,87182,361,165,4776,93809,43508,50301
Madison,WI,664865,331247,333618,99.3,36066,36715,39585,43213,60641,98499,89088,78859,40466,41794,60825,26528,12586,36.8,135329,529536,497374,124811,99939,262015,267521,97.9,45189,54750,82.5,646747,18118,573870,29035,2334,-999999999,-999999999,-999999999,-999999999,34156,9138,8521,1747,602,2745,2205,9198,472,-999999999,-999999999,-999999999,-999999999,6880,8692,1826,4655,230,39498,25265,3400,320,10513,501607,246074,255533
Manchester,NH,417025,207682,209343,99.2,21522,20822,26329,24892,25858,57502,52499,57321,32655,30482,39624,21000,6519,41,84269,332756,318652,84597,67143,164257,168499,97.5,29797,37346,79.8,406239,10786,371752,11178,852,-999999999,-999999999,-999999999,-999999999,16275,4995,3369,703,547,770,1607,4284,94,-999999999,-999999999,-999999999,-999999999,6088,3144,1633,4054,10,30369,3627,11327,664,14751,316423,155877,160546
Manhattan,KS,130285,67900,62385,108.8,9236,8443,7206,11983,22863,21944,14071,10466,5513,5068,7955,2747,2790,27,28883,101402,87337,16348,13492,53277,48125,110.7,5750,7742,74.3,124145,6140,106067,8755,1554,-999999999,-999999999,-999999999,-999999999,4469,785,1740,389,143,550,167,695,991,-999999999,-999999999,-999999999,-999999999,2309,2172,1239,1936,174,12669,8233,1380,436,2620,97549,51797,45752
Manitowoc,WI,78981,39977,39004,102.5,3472,4171,5201,4742,4231,8655,8615,10019,7184,5721,9872,5262,1836,45.3,16155,62826,60331,20851,16970,31105,31721,98.1,7702,9268,83.1,78318,663,73622,1219,595,-999999999,-999999999,-999999999,-999999999,2538,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,344,-999999999,-999999999,-999999999,-999999999,3498,-999999999,-999999999,-999999999,-999999999,61264,30184,31080
